School Name,Location Code,District,New?
WATERSIDE SCHOOL FOR LEADERSHIP,27Q318,27,Y
VILLAGE ACADEMY,27Q319,27,Y
SCHOLARS' ACADEMY,27Q323,27,Y
GOLDIE MAPLE ACADEMY,27Q333,27,Y
WAVE PREPARATORY ELEMENTARY SCHOOL,27Q362,27,Y
J.H.S. 008 RICHARD S. GROSSLEY,28Q008,28,Y
P.S. 040 SAMUEL HUNTINGTON,28Q040,28,Y
P.S. 048 WILLIAM WORDSWORTH,28Q048,28,Y
P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,28Q050,28,Y
P.S. 054 HILLSIDE,28Q054,28,Y
P.S. 055 MAURE,28Q055,28,Y
CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,28Q072,28,Y
P.S. 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,28Q080,28,Y
P.S. 082 HAMMOND,28Q082,28,Y
P.S. Q086,28Q086,28,Y
P.S. 099 KEW GARDENS,28Q099,28,Y
P.S. 101 SCHOOL IN THE GARDENS,28Q101,28,Y
P.S. 117 J. KELD / BRIARWOOD SCHOOL,28Q117,28,Y
P.S. 121 QUEENS,28Q121,28,Y
P.S. 139 REGO PARK,28Q139,28,Y
P.S. 140 EDWARD K ELLINGTON,28Q140,28,Y
P.S. 144 COL JEROMUS REMSEN,28Q144,28,Y
J.H.S. 157 STEPHEN A. HALSEY,28Q157,28,Y
P.S. 160 WALTER FRANCIS BISHOP,28Q160,28,Y
P.S. 161 ARTHUR ASHE SCHOOL,28Q161,28,Y
METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28Q167,28,Y
P.S. 174 WILLIAM SIDNEY MOUNT,28Q174,28,Y
P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,28Q175,28,Y
P.S. 182 SAMANTHA SMITH,28Q182,28,Y
J.H.S. 190 RUSSELL SAGE,28Q190,28,Y
P.S. 196 GRAND CENTRAL PARKWAY,28Q196,28,Y
P.S. 206 THE HORACE HARDING SCHOOL,28Q206,28,Y
J.H.S. 217 ROBERT A. VAN WYCK,28Q217,28,Y
P.S. 220 EDWARD MANDEL,28Q220,28,Y
YORK EARLY COLLEGE ACADEMY,28Q284,28,Y
THE EMERSON SCHOOL,28Q287,28,Y
THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,28Q303,28,Y
QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,28Q310,28,Y
REDWOOD MIDDLE SCHOOL,28Q332,28,Y
THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,28Q354,28,Y
M.S. 358,28Q358,28,N
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,28Q680,28,Y
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",28Q896,28,Y
P.S. 015 JACKIE ROBINSON,29Q015,29,Y
P.S. 033 EDWARD M. FUNK,29Q033,29,Y
P.S. 034 JOHN HARVARD,29Q034,29,Y
P.S. 035 NATHANIEL WOODHULL,29Q035,29,Y
P.S. 036 SAINT ALBANS SCHOOL,29Q036,29,Y
CYNTHIA JENKINS SCHOOL,29Q037,29,Y
P.S. 038 ROSEDALE,29Q038,29,Y
P.S. 052 QUEENS,29Q052,29,Y
I.S. 059 SPRINGFIELD GARDENS,29Q059,29,Y
P.S. 095 EASTWOOD,29Q095,29,Y
JEAN NUZZI INTERMEDIATE SCHOOL,29Q109,29,Y
P.S./I.S. 116 WILLIAM C. HUGHLEY,29Q116,29,Y
P.S. 118 LORRAINE HANSBERRY,29Q118,29,Y
P.S. 131 ABIGAIL ADAMS,29Q131,29,Y
P.S. 132 RALPH BUNCHE,29Q132,29,Y
P.S. 134 HOLLIS,29Q134,29,Y
THE BELLAIRE SCHOOL,29Q135,29,Y
P.S. 136 ROY WILKINS,29Q136,29,Y
P.S./M.S. 138 SUNRISE,29Q138,29,Y
P.S./M.S. 147 RONALD MCNAIR,29Q147,29,Y
P.S. 156 LAURELTON,29Q156,29,Y
P.S. 176 CAMBRIA HEIGHTS,29Q176,29,Y
P.S. 181 BROOKFIELD,29Q181,29,Y
I.S. 192 THE LINDEN,29Q192,29,Y
P.S. 195 WILLIAM HABERLE,29Q195,29,Y
P.S./I.S. 208,29Q208,26,Y
I.S. 238 - SUSAN B. ANTHONY ACADEMY,29Q238,29,Y
P.S. 251 QUEENS,29Q251,29,Y
PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,29Q259,29,Y
P.S./I.S. 268,29Q268,29,Y
THE GORDON PARKS SCHOOL,29Q270,29,Y
PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,29Q283,29,Y
QUEENS UNITED MIDDLE SCHOOL,29Q289,29,Y
P.S./I.S. 295,29Q295,29,Y
EAGLE ACADEMY FOR YOUNG MEN III,29Q327,29,Y
COLLABORATIVE ARTS MIDDLE SCHOOL,29Q355,29,Y
COMMUNITY VOICES MIDDLE SCHOOL,29Q356,29,Y
P.S. 002 ALFRED ZIMBERG,30Q002,30,Y
I.S. 010 HORACE GREELEY,30Q010,30,Y
P.S. 011 KATHRYN PHELAN,30Q011,30,Y
P.S. 017 HENRY DAVID THOREAU,30Q017,30,Y
P.S. 069 JACKSON HEIGHTS,30Q069,30,Y
P.S. 070,30Q070,30,Y
P.S. 076 WILLIAM HALLET,30Q076,30,Y
P.S./I.S. 78Q,30Q078,30,Y
P.S. 084 STEINWAY,30Q084,30,Y
P.S. 085 JUDGE CHARLES VALLONE,30Q085,30,Y
P.S. 092 HARRY T. STEWART SR.,30Q092,30,Y
P.S. 111 JACOB BLACKWELL,30Q111,30,Y
P.S. 112 DUTCH KILLS,30Q112,30,Y
P.S. 122 MAMIE FAY,30Q122,30,Y
ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,30Q126,30,Y
P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,30Q127,30,Y
I.S. 141 THE STEINWAY,30Q141,30,Y
I.S. 145 JOSEPH PULITZER,30Q145,30,Y
P.S. 148 QUEENS,30Q148,30,Y
P.S. 149 CHRISTA MCAULIFFE,30Q149,30,Y
P.S. 150 QUEENS,30Q150,30,Y
P.S. 151 MARY D. CARTER,30Q151,30,Y
P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,30Q152,30,Y
P.S. 166 HENRY GRADSTEIN,30Q166,30,Y
P.S. 171 PETER G. VAN ALST,30Q171,30,Y
I.S. 204 OLIVER W. HOLMES,30Q204,30,Y
P.S. 212,30Q212,30,Y
I.S. 227 LOUIS ARMSTRONG,30Q227,30,Y
I.S. 230,30Q230,30,Y
P.S. 234,30Q234,30,Y
ACADEMY FOR NEW AMERICANS,30Q235,30,Y
P.S. 280,30Q280,30,Y
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",30Q286,30,Y
HUNTERS POINT COMMUNITY MIDDLE SCHOOL,30Q291,30,Y
THE 30TH AVENUE SCHOOL (G&T CITYWIDE),30Q300,30,Y
BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,30Q580,30,Y
P.S. 001 TOTTENVILLE,31R001,31,Y
I.S. R002 GEORGE L. EGBERT,31R002,31,Y
P.S. 003 THE MARGARET GIOIOSA SCHOOL,31R003,31,Y
P.S. 004 MAURICE WOLLIN,31R004,31,Y
P.S. 005 HUGUENOT,31R005,31,Y
P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,31R006,31,Y
I.S. 007 ELIAS BERNSTEIN,31R007,31,Y
P.S. 8 SHIRLEE SOLOMON,31R008,31,Y
P.S. 11 THOMAS DONGAN SCHOOL,31R011,31,Y
P.S. 013 M. L. LINDEMEYER,31R013,31,Y
P.S. 016 JOHN J. DRISCOLL,31R016,31,Y
P.S. 018 JOHN G. WHITTIER,31R018,31,Y
P.S. 019 THE CURTIS SCHOOL,31R019,31,Y
P.S. 020 PORT RICHMOND,31R020,31,Y
P.S. 21 MARGARET EMERY-ELM PARK,31R021,31,Y
P.S. 022 GRANITEVILLE,31R022,31,Y
P.S. 023 RICHMONDTOWN,31R023,31,Y
I.S. 024 MYRA S. BARNES,31R024,31,Y
P.S. 026 THE CARTERET SCHOOL,31R026,31,Y
I.S. 027 ANNING S. PRALL,31R027,31,Y
THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31R028,31,Y
P.S. 029 BARDWELL,31R029,31,Y
P.S. 030 WESTERLEIGH,31R030,31,Y
P.S. 031 WILLIAM T. DAVIS,31R031,31,Y
P.S. 032 THE GIFFORD SCHOOL,31R032,31,Y
I.S. 034 TOTTENVILLE,31R034,31,Y
P.S. 35 THE CLOVE VALLEY SCHOOL,31R035,31,Y
P.S. 036 J. C. DRUMGOOLE,31R036,31,Y
P.S. 038 GEORGE CROMWELL,31R038,31,Y
P.S. 39 FRANCIS J. MURPHY JR.,31R039,31,Y
THE STEPHANIE A. VIERNO SCHOOL,31R041,31,Y
P.S. 042 ELTINGVILLE,31R042,31,Y
P.S. 044 THOMAS C. BROWN,31R044,31,Y
P.S. 045 JOHN TYLER,31R045,31,Y
P.S. 046 ALBERT V. MANISCALCO,31R046,31,Y
P.S. 048 WILLIAM G. WILCOX,31R048,31,Y
I.S. 49 BERTA A. DREYFUS,31R049,31,Y
P.S. 050 FRANK HANKINSON,31R050,31,Y
I.S. 051 EDWIN MARKHAM,31R051,31,Y
P.S. 052 JOHN C. THOMPSON,31R052,31,Y
THE BARBARA ESSELBORN SCHOOL,31R053,31,Y
P.S. 054 CHARLES W. LENG,31R054,31,Y
P.S. 055 HENRY M. BOEHM,31R055,31,Y
P.S. 56 THE LOUIS DESARIO SCHOOL,31R056,31,Y
P.S. 057 HUBERT H. HUMPHREY,31R057,31,Y
SPACE SHUTTLE COLUMBIA SCHOOL,31R058,31,Y
P.S. 060 ALICE AUSTEN,31R060,31,Y
I.S. 061 WILLIAM A MORRIS,31R061,31,Y
MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,31R063,31,Y
P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,31R065,31,Y
P.S. 069 DANIEL D. TOMPKINS,31R069,31,Y
I.S. 072 ROCCO LAURIE,31R072,31,Y
P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,31R074,31,Y
I.S. 075 FRANK D. PAULO,31R075,31,Y
P.S. 78,31R078,31,Y
THE MICHAEL J. PETRIDES SCHOOL,31R080,31,Y
STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,31R861,31,Y
P.S./I.S. 045 HORACE E. GREENE,32K045,32,Y
P.S. 075 MAYDA CORTIELLA,32K075,32,Y
P.S. 086 THE IRVINGTON,32K086,32,Y
P.S. 106 EDWARD EVERETT HALE,32K106,32,Y
P.S. 116 ELIZABETH L FARRELL,32K116,32,Y
P.S. 123 SUYDAM,32K123,32,Y
P.S. 145 ANDREW JACKSON,32K145,32,Y
P.S. 151 LYNDON B. JOHNSON,32K151,32,Y
J.H.S. 162 THE WILLOUGHBY,32K162,32,Y
P.S. 274 KOSCIUSKO,32K274,32,Y
J.H.S. 291 ROLAND HAYES,32K291,32,Y
P.S. 299 THOMAS WARREN FIELD,32K299,32,Y
I.S. 347 SCHOOL OF HUMANITIES,32K347,32,Y
"I.S. 349 MATH, SCIENCE & TECH.",32K349,32,Y
P.S. 376,32K376,32,Y
P.S. 377 ALEJANDRINA B. DE GAUTIER,32K377,32,Y
J.H.S. 383 PHILIPPA SCHUYLER,32K383,32,Y
P.S. /I.S. 384 FRANCES E. CARTER,32K384,32,Y
ALL CITY LEADERSHIP SECONDARY SCHOOL,32K554,32,Y
EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,32K562,32,Y
BEGINNING WITH CHILDREN CHARTER SCHOOL II,84K037,14,Y
SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,84K125,14,Y
SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,84K129,15,Y
SUCCESS ACADEMY CHARTER SCHOOL - WILLIAMSBURG,84K182,14,Y
EXPLORE EXCEED CHARTER SCHOOL,84K333,17,Y
WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,84K355,14,Y
ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,84K356,17,Y
KIPP AMP CHARTER SCHOOL,84K357,17,Y
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,84K358,19,Y
LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,84K360,16,Y
HELLENIC CLASSICAL CHARTER SCHOOL,84K362,15,Y
SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,84K367,14,Y
EXPLORE EXCEL CHARTER SCHOOL,84K379,18,Y
INVICTUS PREPARATORY CHARTER SCHOOL,84K386,19,Y
TEACHING FIRMS OF AMERICA-PROFESSIONAL PREPARATORY CHARTER SCHOOL,84K406,16,Y
ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,84K508,13,Y
LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP CHARTER SCHOOL,84K517,13,Y
COMMUNITY ROOTS CHARTER SCHOOL,84K536,13,Y
ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,84K538,32,Y
EXCELLENCE BOYS CHARTER SCHOOL,84K593,16,Y
KINGS COLLEGIATE CHARTER SCHOOL,84K608,18,Y
ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,84K626,23,Y
BEDFORD STUYVESANT COLLEGIATE -UNCOMMON COLLEGIATE CHARTER HIGH SCHOOL,84K648,16,Y
LA CIMA CHARTER SCHOOL,84K649,16,Y
PAVE ACADEMY CHARTER SCHOOL,84K651,15,Y
BROOKLYN ASCEND CHARTER SCHOOL,84K652,18,Y
ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,84K680,19,N
CITIZENS OF THE WORLD CHARTER SCHOOL 1 WILLIAMSBURG,84K689,14,N
CITIZENS OF THE WORLD CHARTER SCHOOL NEW YORK 2 CROWN HEIGHTS,84K692,17,N
BROOKLYN CHARTER SCHOOL,84K701,14,Y
COMMUNITY PARTNERSHIP CHARTER SCHOOL,84K702,13,Y
BEGINNING WITH CHILDREN CHARTER SCHOOL,84K703,14,Y
EXPLORE CHARTER SCHOOL,84K704,17,Y
BROOKLYN PROSPECT CHARTER SCHOOL,84K707,15,Y
BROWNSVILLE COLLEGIATE CHARTER SCHOOL,84K710,23,Y
LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,84K711,23,Y
EXCELLENCE GIRLS CHARTER SCHOOL,84K712,16,Y
LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),84K724,18,Y
SUMMIT ACADEMY CHARTER SCHOOL,84K730,15,Y
BROOKLYN EXCELSIOR CHARTER SCHOOL,84K731,16,Y
NEW AMERICAN ACADEMY CHARTER SCHOOL,84K736,18,N
BROWNSVILLE ASCEND CHARTER SCHOOL,84K737,23,Y
BROOKLYN SCHOLARS CHARTER SCHOOL,84K740,19,Y
SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),84K741,17,N
EXPLORE EMPOWER CHARTER SCHOOL,84K742,17,Y
CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,84K744,21,Y
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,84K746,22,Y
SUCCESS ACADEMY FORT GREENE (BROOKLYN 5),84K752,13,N
SUCCESS ACADEMY PROSPECT HEIGHTS (BROOKLYN 6),84K756,17,N
UNITY PREP CHARTER SCHOOL,84K757,13,Y
BROOKLYN URBAN GARDEN CHARTER SCHOOL,84K758,15,Y
CANARSIE ASCEND CHARTER SCHOOL,84K759,18,N
HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,84K769,19,Y
ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,84K774,19,Y
LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,84K775,23,Y
OCEAN HILL COLLEGIATE CHARTER SCHOOL,84K777,23,Y
BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,84K780,13,Y
BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,84K782,16,Y
IMAGINE ME LEADERSHIP CHARTER SCHOOL,84K785,19,Y
BROOKLYN DREAMS CHARTER SCHOOL,84K791,22,Y
THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,84K792,18,Y
BUSHWICK ASCEND CHARTER SCHOOL,84K793,32,Y
NEW HOPE ACADEMY CHARTER SCHOOL,84K797,18,Y
BROOKLYN LAB CHARTER SCHOOL,84K803,13,Y
DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,84M065,5,Y
KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,84M068,6,Y
MANHATTAN CHARTER SCHOOL II,84M080,1,Y
GLOBAL COMMUNITY CHARTER SCHOOL,84M085,5,Y
NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,84M100,5,Y
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,84M168,4,N
SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),84M170,2,N
SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),84M174,2,N
HARLEM HEBREW LANGUAGE CHARTER SCHOOL,84M186,3,N
GREAT OAKS CHARTER SCHOOL,84M202,1,Y
THE OPPORTUNITY CHARTER SCHOOL,84M279,3,Y
HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,84M284,5,Y
MANHATTAN CHARTER SCHOOL,84M320,1,Y
HARLEM LINK CHARTER SCHOOL,84M329,3,Y
GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,84M330,1,Y
HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,84M335,4,Y
KIPP INFINITY CHARTER SCHOOL,84M336,5,Y
HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,84M341,5,Y
DEMOCRACY PREP CHARTER SCHOOL,84M350,5,Y
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,84M351,3,Y
NEW HEIGHTS ACADEMY CHARTER SCHOOL,84M353,6,Y
DREAM CHARTER SCHOOL,84M382,4,Y
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,84M384,5,Y
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,84M385,4,Y
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,84M386,3,Y
ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,84M388,5,Y
THE EQUITY PROJECT CHARTER SCHOOL (TEP),84M430,6,Y
INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,84M478,6,Y
DEMOCRACY PREP HARLEM CHARTER SCHOOL,84M481,5,Y
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,84M482,5,Y
NEW YORK FRENCH AMERICAN CHARTER SCHOOL,84M483,3,Y
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,84M518,4,Y
SUCCESS ACADEMY CHARTER SCHOOL - UPPER WEST,84M523,3,Y
SISULU-WALKER CHARTER SCHOOL OF HARLEM,84M702,3,Y
HARBOR SCIENCE AND ARTS CHARTER SCHOOL,84M704,4,Y
AMBER CHARTER SCHOOL,84M705,4,Y
HARLEM PREP CHARTER SCHOOL,84M708,4,Y
HARLEM VILLAGE ACADEMY CHARTER SCHOOL,84M709,5,Y
KIPP STAR COLLEGE PREP CHARTER SCHOOL,84M726,5,Y
FUTURE LEADERS INSTITUTE CHARTER SCHOOL,84M861,3,Y
CENTRAL QUEENS ACADEMY CHARTER SCHOOL,84Q083,24,Y
PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,84Q170,27,Y
MIDDLE VILLAGE PREP CHARTER SCHOOL,84Q298,24,Y
VOICE CHARTER SCHOOL OF NEW YORK,84Q304,30,Y
GROWING UP GREEN CHARTER SCHOOL,84Q321,30,Y
CHALLENGE PREPARATORY CHARTER SCHOOL,84Q340,27,Y
RIVERTON STREET CHARTER SCHOOL,84Q341,29,Y
ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,84Q342,28,Y
ACADEMY OF THE CITY CHARTER SCHOOL,84Q359,30,Y
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,84Q704,29,Y
RENAISSANCE CHARTER SCHOOL,84Q705,30,Y
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,84Q706,30,Y
JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,84R067,31,Y
STATEN ISLAND COMMUNITY CHARTER SCHOOL,84R071,31,Y
NEW WORLD PREPARATORY CHARTER SCHOOL,84R073,31,Y
CHILDREN'S AID COLLEGE PREP CHARTER SCHOOL,84X124,12,Y
ICAHN CHARTER SCHOOL 6,84X133,9,Y
GRAND CONCOURSE CHARTER SCHOOL,84X165,8,Y
MOTT HALL CHARTER SCHOOL,84X177,9,Y
BRONX LIGHTHOUSE CHARTER SCHOOL,84X185,12,Y
FAMILY LIFE ACADEMY CHARTER SCHOOL II,84X233,7,Y
BRONX CHARTER SCHOOL FOR EXCELLENCE,84X255,11,Y
HEKETI COMMUNITY CHARTER SCHOOL,84X256,7,Y
TECH INTERNATIONAL CHARTER SCHOOL,84X258,10,Y
SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES AND THE ARTS,84X309,7,Y
HYDE LEADERSHIP CHARTER SCHOOL,84X345,8,Y
SOUTH BRONX CLASSICAL CHARTER SCHOOL,84X346,12,Y
ICAHN CHARTER SCHOOL 7,84X362,8,Y
SOUTH BRONX CLASSICAL CHARTER SCHOOL II,84X364,7,N
ICAHN CHARTER SCHOOL 2,84X378,11,Y
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3,84X380,8,N
BRILLA COLLEGE PREP CHARTER SCHOOL,84X387,7,N
BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,84X389,7,Y
MOTT HAVEN ACADEMY CHARTER SCHOOL,84X394,7,Y
BRONX COMMUNITY CHARTER SCHOOL,84X398,10,Y
BRONX CHARTER SCHOOL FOR CHILDREN,84X407,7,Y
BRONX ACADEMY OF PROMISE CHARTER SCHOOL,84X419,9,Y
ICAHN CHARTER SCHOOL 3,84X422,11,Y
ATMOSPHERE CHARTER SCHOOL,84X460,10,N
METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,84X461,9,Y
AMERICAN DREAM CHARTER SCHOOL,84X471,7,Y
DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,84X482,12,Y
GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,84X487,8,Y
THE EQUALITY CHARTER SCHOOL,84X488,11,Y
ACADEMIC LEADERSHIP CHARTER SCHOOL,84X491,7,Y
SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,84X492,7,N
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,84X493,7,Y
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,84X494,9,Y
ICAHN CHARTER SCHOOL 4,84X496,11,Y
ICAHN CHARTER SCHOOL 5,84X538,11,Y
NEW YORK CITY MONTESSORI CHARTER SCHOOL,84X554,7,Y
BRONX PREPARATORY CHARTER SCHOOL,84X703,9,Y
KIPP ACADEMY CHARTER SCHOOL,84X704,7,Y
FAMILY LIFE ACADEMY CHARTER SCHOOL,84X705,9,Y
HARRIET TUBMAN CHARTER SCHOOL,84X706,9,Y
ICAHN CHARTER SCHOOL,84X717,9,Y
BRONX CHARTER SCHOOL FOR BETTER LEARNING,84X718,11,Y
BRONX CHARTER SCHOOL FOR THE ARTS,84X730,8,Y
